Site ID,Program Code,Program Name,Address 1,Address 2,Zipcode,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-Off Available,Late Pick-Up Available,Meals,Playspace,Dual Language,Collaborative Teachers - Survey Percent Positive,Supportive Environment - Survey Percent Positive,Effective School Leadership - Survey Percent Positive,Strong Family-Community Ties - Survey Percent Positive,Trust - Survey Percent Positive,Survey - Number of Guardian Responses,Survey - Guardian Response Rate,CLASS Most Recent Assessment Year,CLASS Emotional Support Score,CLASS Emotional Support Rating,CLASS Classroom Organization Score,CLASS Classroom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent Assessment Year,ECERS Observation Average Score,ECERS Observation Average Rating,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space and Furnishings Score,ECERS Space and Furnishings Rating,ECERS Program Structure Score,ECERS Program Structure Rating,Total.ECERS,Quality Review - Date of Review,Quality Review - How well do teachers work with each other?
XADH,10XADH,Saint Brendan School,268 East 207th Street,"Bronx, NY 10467",10467,NYCEEC,40,8:15 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2014-15 School Year,6.0,4,5.6,3,1.9,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
XADJ,11XADJ,Saint Clare of Assisi School,1911 Hone Avenue,"Bronx, NY 10461",10461,NYCEEC,93,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,NA,95%,70%,82%,83%,30,34%,2015-16 School Year,6.6,4,6.5,4,2.1,2,2014-15 School Year,4.5,3,6.3,4,6.8,4,4.2,3,2.3,3,4.4,3,4,3,55.5,,
XADL,08XADL,St. Francis de Chantal School,2962 Harding Avenue,"Bronx, NY 10465",10465,NYCEEC,51,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,67%,59%,58%,63%,8,16%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.4,4,7,4,7,4,6.1,4,3.5,3,4.8,3,3.7,3,62.5,,
XADN,11XADN,Saint Francis of Assisi School,4300 Baychester Avenue,"Bronx, NY 10466",10466,NYCEEC,46,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,100%,93%,93%,97%,6,17%,2014-15 School Year,5.8,3,5.3,3,2.4,2,2015-16 School Year,4.7,3,5,4,6.2,4,4.9,3,3.2,3,3.6,3,7,4,58.6,,
XADO,11XADO,Saint Francis Xavier School,1711 Haight Avenue,"Bronx, NY 10461",10461,NYCEEC,110,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,91%,87%,87%,92%,27,26%,2015-16 School Year,6.3,4,6.1,4,3.2,2,2014-15 School Year,4,3,4.8,3,5.4,4,4.5,3,2.5,3,3.9,3,2.3,1,47.4,,
XADQ,11XADQ,St. Helena School,2050 Benedict Avenue,"Bronx, NY 10462",10462,NYCEEC,75,8:10 AM,6 hr 20 mins,Yes,Yes,Contact program directly for details,Please contact site for more information,,NA,99%,95%,93%,99%,25,38%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.2,4,7,4,6.4,4,5.1,4,3.8,4,4.8,3,5,4,64.3,,
XADT,12XADT,SAINT JOHN CHRYSOSTOM SCHOOL,1144 Hoe Avenue,"Bronx, NY 10459",10459,NYCEEC,92,7:45 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,98%,96%,92%,97%,18,20%,2015-16 School Year,6.6,4,6.5,4,3.9,3,2014-15 School Year,3.6,3,4.5,3,3.6,3,4.4,3,2,2,3.6,3,3,2,43.7,,
XADV,10XADV,Saint John School,3143 W Kingsbridge Avenue,"Bronx, NY 10463",10463,NYCEEC,36,N/A,N/A,N/A,N/A,N/A,N/A,,NA,100%,91%,94%,96%,9,27%,2015-16 School Year,6.8,4,6.7,4,3.7,3,2014-15 School Year,3.6,3,5.3,4,5.2,4,3.1,2,2,2,3.8,3,2.7,1,44.7,,
XADW,09XADW,St. Joseph School,1946 Bathgate Avenue,"Bronx, NY 10457",10457,NYCEEC,35,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Please contact site for more information,,NA,100%,97%,85%,100%,6,19%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.8,3,6,4,5.6,4,6.2,4,3,3,3.6,3,4.3,3,57.5,,
XADY,11XADY,Saint Lucy School,830 Mace Avenue,"Bronx, NY 10467",10467,NYCEEC,132,7:45 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,98%,92%,92%,98%,39,31%,2014-15 School Year,5.9,3,5.4,3,3.6,3,2014-15 School Year,4.9,3,6.3,4,5.8,4,5.2,4,2.3,3,4.9,3,6.3,4,60.7,,
XADZ,07XADZ,St. Luke School,608 East 139th Street,"Bronx, NY 10454",10454,NYCEEC,29,8:00 AM,6 hr 20 mins,No,No,Contact program directly for details,Please contact site for more information,,NA,100%,100%,96%,97%,6,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.1,4,5.3,4,6.8,4,6.2,4,3.2,3,5,4,3.8,3,61.4,,
XAEB,10XAEB,Saint Margaret of Cortona,452 West 260th Street,"Bronx, NY 10471",10471,NYCEEC,43,8:00 AM,6 hr 20 mins,Yes,Yes,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,97%,100%,97%,100%,16,38%,2015-16 School Year,6.5,4,6.7,4,3.6,3,2014-15 School Year,3.7,3,5.3,4,4.8,3,3.9,3,2,2,3.3,2,4,3,47,,
XAEF,11XAEF,Saint Mary School,3956 Carpenter Avenue,"Bronx, NY 10466",10466,NYCEEC,57,N/A,N/A,N/A,N/A,N/A,N/A,,NA,97%,98%,92%,100%,27,56%,2015-16 School Year,5.9,3,5.7,3,2.5,2,2014-15 School Year,3.1,2,4.3,3,2.2,1,3.4,3,2.3,3,3.5,3,3,2,38.8,,
XAEH,10XAEH,St. Philip Neri School,3031 Grand Concourse,"Bronx, NY 10468",10468,NYCEEC,97,8:00 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,94%,88%,91%,93%,11,12%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3,2,3.8,3,2.8,1,3.8,3,1.7,2,3.1,2,1.7,1,33.9,,
XAEL,11XAEL,St. Raymond Elementary,2380 East Tremont Avenue,"Bronx, NY 10462",10462,NYCEEC,70,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,NA,93%,93%,91%,95%,26,38%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.3,4,5.5,4,5.6,4,6.5,4,2.5,3,5.4,4,6,4,63.8,,
XAEN,10XAEN,St. Simon Stock,2195 Valentine Avenue,"Bronx, NY 10457",10457,NYCEEC,36,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace/Outdoor (offsite) playspace,,NA,97%,95%,95%,94%,9,26%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.3,4,7,4,6.2,4,5.9,4,3.7,3,5,4,3.8,3,62.9,,
XAEO,08XAEO,Saint Theresa,2872 St.Theresa Avenue,"Bronx, NY 10461",10461,NYCEEC,91,8:00 AM,6 hr 20 mins,Yes,Yes,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,93%,94%,89%,93%,20,22%,2014-15 School Year,6.1,4,6.0,4,2.7,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
XAEP,12XAEP,St. Thomas Aquinas School,1909 Daly Avenue,"Bronx, NY 10460",10460,NYCEEC,33,8:00 AM,6 hr 20 mins,Yes,Yes,Contact program directly for details,Please contact site for more information,,NA,100%,93%,98%,100%,8,31%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.8,3,6,4,5.2,4,4.1,3,2,2,3.8,3,1.7,1,46.6,,
XAEW,11XAEW,THE LEARNING TREE,801 Bartholdi Street,"Bronx, NY 10467",10467,NYCEEC,72,8:05 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,NA,90%,93%,86%,98%,10,14%,2015-16 School Year,6.6,4,6.0,4,3,2,2013-14 School Year,4.3,3,4.8,3,6.2,4,4.2,3,2.4,3,4.5,3,3.3,2,50.7,,
XAFA,11XAFA,UCP/NYC'S BRONX CHILDREN'S PROGRAM,1770 Stillwell Avenue,"Bronx, NY 10469",10469,NYCEEC,11,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,NA,100%,100%,99%,100%,9,82%,2013-14 School Year,5.1,3,5.5,3,4,3,2015-16 School Year,3.7,3,5,4,4.8,3,3,2,3.5,3,3.3,2,3.5,3,46.8,,
XAFB,08XAFB,"Villa Maria Academy, Inc.",3335 Country Club Road,"Bronx, NY 10465",10465,NYCEEC,52,8:00 AM,6 hr 20 mins,No,Yes,Lunch/Snack(s),Outdoor (onsite) playspace,,NA,98%,92%,92%,98%,20,39%,2014-15 School Year,6.3,4,5.6,3,4,3,2014-15 School Year,4.6,3,4.5,3,6.4,4,4.8,3,2.3,3,4.4,3,6.7,4,56.7,,
XAFG,11XAFG,Little Stars 3,1420 Burke Avenue,"Bronx, NY 10469",10469,NYCEEC,48,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,100%,99%,98%,100%,15,33%,2014-15 School Year,6.4,4,6.3,4,4.6,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
XAFK,12XAFK,Phipps Neighborhoods Daly Avenue ECEC,921 East 180th Street,"Bronx, NY 10460",10460,NYCEEC,61,8:30 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,99%,99%,95%,99%,17,29%,2014-15 School Year,5.8,3,5.4,3,3.3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
XAFP,07XAFP,East Side House,201 Saint Anns Avenue,"Bronx, NY 10454",10454,NYCEEC,11,8:30 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,100%,100%,100%,100%,7,64%,2015-16 School Year,6.8,4,6.7,4,4.3,3,2013-14 School Year,3.5,3,4.5,3,4,3,4.3,3,2.4,3,3.3,2,1.7,1,41.7,,
XAFZ,09XAFZ,New Covenant Christian School,1925 Grand Concourse,"Bronx, NY 10453",10453,NYCEEC,36,8:30 AM,6 hr 20 mins,No,Yes,Contact program directly for details,Please contact site for more information,,NA,94%,95%,94%,96%,26,74%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.6,3,4.8,3,5.4,4,4.5,3,2.2,2,2.6,1,1.7,1,41.8,,
XAGC,09XAGC,Highbridge Advisory Council Early Childhood Center #1,1594 Townsend Avenue,"Bronx, NY 10452",10452,NYCEEC,49,8:30 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,99%,98%,97%,98%,40,89%,2014-15 School Year,6.5,4,6.4,4,3.7,3,2013-14 School Year,2.9,1,1.8,1,4.2,3,2.4,1,3.8,4,3.3,2,1.3,1,32.7,,
XAGF,08XAGF,Manida (Center #1),711 Manida Street,"Bronx, NY 10474",10474,NYCEEC,46,8:30 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,94%,97%,94%,95%,7,23%,2013-14 School Year,5.1,3,5.3,3,3.4,3,2013-14 School Year,3.8,3,5.3,4,4,3,4.5,3,2.6,3,3.1,2,2.8,1,45.1,,
XAGX,08XAGX,LSSMNY: Early LIFE Children's Center 6,2125 Watson Avenue,"Bronx, NY 10472",10472,NYCEEC,39,9:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,97%,97%,97%,97%,25,69%,2014-15 School Year,6.2,4,5.6,3,3.9,3,2013-14 School Year,3.9,3,4.3,3,5.2,4,4.3,3,2.6,3,3.8,3,2.5,1,46.6,,
XAHA,09XAHA,Ready Set Learn,3480 Third Avenue,"Bronx, NY 10456",10456,NYCEEC,71,9:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,96%,92%,92%,97%,26,37%,2014-15 School Year,6.3,4,6.0,4,2.6,2,2013-14 School Year,3.5,3,3,2,4.6,3,2.7,1,3.8,4,4,3,3,2,42.6,,
XAHD,09XAHD,Mid Bronx CCRP ECC 4,1020 Summit Avenue,"Bronx, NY 10452",10452,NYCEEC,16,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,NA,100%,86%,95%,92%,6,43%,2014-15 School Year,5.6,3,4.9,2,3.1,2,2013-14 School Year,2.6,1,2.8,1,2.6,1,3,2,2,2,2.8,1,2,1,26.8,,
XAHH,10XAHH,Trabajamos Community Head Start,1997 Bathgate Avenue,"Bronx, NY 10457",10457,NYCEEC,16,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2014-15 School Year,6.0,4,5.5,3,3.6,3,2013-14 School Year,3.4,3,4.3,3,3.8,3,3.3,2,2.2,2,4.3,3,2.3,1,40.6,,
XAHK,11XAHK,For Kids Only,904 Morris Park Avenue,"Bronx, NY 10462",10462,NYCEEC,N/A,8:00 AM,6 hr 20 mins,Yes,Yes,Contact program directly for details,Please contact site for more information,,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.6,3,5.3,4,5.4,4,4.9,3,3.3,3,4.5,3,4,3,55,,
XAHL,08XAHL,East Bronx Day Care Center,1113 Colgate Avenue,"Bronx, NY 10472",10472,NYCEEC,19,9:20 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,90%,97%,98%,100%,6,38%,2013-14 School Year,5.2,3,5.9,3,2.5,2,2015-16 School Year,3.3,2,4.5,3,3.2,2,4,3,2.5,3,2.9,1,2.3,1,37.7,,
XAHM,10XAHM,Northeast Bronx Day Care Center (Susan Wagner),5401 Post Road,"Bronx, NY 10471",10471,NYCEEC,72,8:30 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,96%,100%,96%,100%,5,19%,2014-15 School Year,6.1,4,5.2,3,3.1,2,2013-14 School Year,3.1,2,4.3,3,4.2,3,2.6,1,2.8,3,2.9,1,3,2,37.9,,
XAHO,09XAHO,1332 Fulton Ave DCC,1332 Fulton Avenue,"Bronx, NY 10456",10456,NYCEEC,36,8:30 AM,6 hr 20 mins,Yes,Yes,Contact program directly for details,Please contact site for more information,,NA,100%,96%,96%,90%,5,17%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.7,3,4.8,3,5.6,4,3.5,3,2.3,3,3.9,3,1.7,1,45.5,,
XAHR,07XAHR,Concord Head Start/Early Learn Center,560 Concord Avenue,"Bronx, NY 10455",10455,NYCEEC,37,8:30 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,97%,97%,94%,98%,15,83%,2014-15 School Year,6.6,4,6.3,4,4.6,3,2013-14 School Year,3.6,3,5.3,4,3,2,4.6,3,2.8,3,3.5,3,1.3,1,43.1,,
XAHS,11XAHS,"Little Stars Too, inc.",1083 Allerton Avenue,"Bronx, NY 10469",10469,NYCEEC,40,9:00 AM,6 hr 20 mins,Yes,Yes,Contact program directly for details,Please contact site for more information,,NA,94%,81%,84%,86%,16,42%,2014-15 School Year,6.3,4,6.6,4,4.5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
XAHW,07XAHW,Betances Early Childhood Center (NYCHA),528 East 146th Street,"Bronx, NY 10455",10455,NYCEEC,15,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,6.6,4,6.9,4,3.4,3,2014-15 School Year,4.2,3,4.5,3,6.4,4,4.2,3,2.7,3,4.1,3,3.7,3,51.8,,
XAIB,08XAIB,Throggs Neck Early Learn Center,461 Swinton Avenue,"Bronx, NY 10465",10465,NYCEEC,9,9:30 AM,6 hr 20 mins,No,No,Snack(s),Indoor/Outdoor (onsite) playspace,,NA,100%,87%,96%,100%,5,71%,2014-15 School Year,6.1,4,6.1,4,3.5,3,2013-14 School Year,4.2,3,5.3,4,5.6,4,4.6,3,2.6,3,3.9,3,3.3,2,51.5,,
XAIC,08XAIC,LSSMNY: Early LIFE Children's Center 2,888 Westchester Avenue,"Bronx, NY 10459",10459,NYCEEC,62,9:00 AM,6 hr 20 mins,No,No,Contact program directly for details,Please contact site for more information,,NA,91%,94%,92%,93%,21,40%,2015-16 School Year,6.0,4,5.7,3,2.9,2,2013-14 School Year,4.6,3,5.5,4,5,4,5.5,4,2.8,3,4.3,3,4.3,3,56,,
XAID,10XAID,LSSMNY: Early LIFE Children's Center 1,80 East 181st Street,"Bronx, NY 10453",10453,NYCEEC,87,8:30 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,98%,92%,84%,96%,15,19%,2014-15 School Year,5.9,3,5.6,3,3.1,2,2013-14 School Year,4,3,5,4,4.4,3,5,4,3.2,3,3.8,3,1.8,1,48.2,,
XAIF,10XAIF,Be Above 52,1810 Davidson Avenue,"Bronx, NY 10453",10453,NYCEEC,36,9:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,98%,99%,97%,99%,27,87%,2015-16 School Year,6.1,4,6.1,4,3.3,3,2013-14 School Year,4.9,3,5.3,4,5.6,4,5.9,4,3.4,3,5,4,1.7,1,54.8,,
XAIM,09XAIM,Highbridge Advisory Council Early Childhood Center #3,1399 Ogden Avenue,"Bronx, NY 10452",10452,NYCEEC,29,8:30 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,96%,99%,98%,98%,21,81%,2015-16 School Year,6.6,4,5.8,3,3.5,3,2014-15 School Year,5.3,4,7,4,6,4,5.6,4,4.3,4,5.1,4,3.7,3,64,,
XAIN,09XAIN,Highbridge Advisory Council DCC (Nelson Avenue),1181 Nelson Avenue,"Bronx, NY 10452",10452,NYCEEC,79,8:15 AM,6 hr 20 mins,No,No,Lunch/Snack(s),Outdoor (onsite) playspace,,NA,90%,90%,88%,90%,20,29%,2014-15 School Year,5.8,3,4.9,2,2.7,2,2013-14 School Year,3.9,3,5,4,4.6,3,4.4,3,3,3,3.8,3,2.3,1,47,,
XAIQ,09XAIQ,Richard H. Mangum Early Learning Center,383 East 162nd Street,"Bronx, NY 10451",10451,NYCEEC,18,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2014-15 School Year,6.7,4,6.6,4,3.5,3,2013-14 School Year,4.1,3,5,4,6.2,4,4.2,3,2.5,3,3.9,3,3.3,2,51.2,,
XAJB,10XAJB,"Concourse House, HDFC",2348 Webster Avenue,"Bronx, NY 10458",10458,NYCEEC,62,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,98%,96%,96%,99%,23,41%,2014-15 School Year,6.3,4,6.1,4,2.8,2,2013-14 School Year,4.1,3,5,4,5.8,4,4,3,2.6,3,4.4,3,1.7,1,48.6,,
XAJD,12XAJD,Bronx Early Childhood Center,1515 Southern Boulevard,"Bronx, NY 10460",10460,NYCEEC,36,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,82%,90%,90%,83%,6,17%,2014-15 School Year,6.0,4,6.1,4,3.5,3,2013-14 School Year,2.9,1,4.3,3,2.4,1,2.9,1,2.2,2,3.3,2,2.3,1,31.3,,
XAJF,12XAJF,Brightside Academy - Louis Nine,1334 Louis Nine Boulevard,"Bronx, NY 10459",10459,NYCEEC,38,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Contact program directly for details,Please contact site for more information,,NA,99%,94%,96%,99%,22,58%,2015-16 School Year,6.4,4,6.7,4,3.5,3,2014-15 School Year,2.7,1,3.3,2,2.6,1,2.5,1,2,2,3.6,3,1.7,1,29.4,,
XAJG,12XAJG,Brightside Academy - Southern,1093 Southern Boulevard,"Bronx, NY 10459",10459,NYCEEC,34,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Contact program directly for details,Please contact site for more information,,NA,95%,92%,95%,93%,5,15%,2015-16 School Year,6.5,4,6.5,4,3.5,3,2013-14 School Year,3.9,3,3.8,3,4.2,3,4.1,3,2.8,3,3.9,3,4.5,3,48.2,,
XAJJ,09XAJJ,Sharon Baptist - Center II,279 East Burnside Avenue,"Bronx, NY 10457",10457,NYCEEC,52,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch/Snack(s),Indoor,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,6.1,4,5.8,3,2.3,2,2014-15 School Year,3.4,3,4.3,3,3.6,3,2.9,1,3.2,3,3.5,3,3.8,3,43.7,,
XAJR,08XAJR,"Providence Rest Child Day Care Center, Inc.",3310 Campbell Drive,"Bronx, NY 10465",10465,NYCEEC,18,8:00 AM,6 hr 20 mins,Yes,Yes,Contact program directly for details,Please contact site for more information,,NA,100%,96%,97%,100%,6,35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.3,3,6,4,6.4,4,4.6,3,2.3,3,3.8,3,3.5,3,53.9,,
XAJT,12XAJT,East Tremont Child Care and Development Center,1811 Crotona Avenue,"Bronx, NY 10457",10457,NYCEEC,26,N/A,N/A,N/A,N/A,N/A,N/A,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2013-14 School Year,5.8,3,5.3,3,3.2,2,2014-15 School Year,4.2,3,5.3,4,3.2,2,5.4,4,3.2,3,4.1,3,2.7,1,48.1,,
XAJU,12XAJU,Children's Aid at P.S. 211,1919 Prospect Avenue,"Bronx, NY 10457",10457,NYCEEC,28,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,NA,98%,90%,94%,98%,10,37%,2014-15 School Year,5.8,3,6.1,4,2.9,2,2013-14 School Year,3.1,2,3.3,2,6,4,2,1,2.5,3,3.1,2,3,2,39,,
XAKA,12XAKA,Intervale (Center #2),1054 Intervale Avenue,"Bronx, NY 10459",10459,NYCEEC,59,8:30 AM,6 hr 20 mins,No,No,Lunch,Outdoor (onsite) playspace,,NA,100%,96%,96%,100%,19,33%,2015-16 School Year,6.7,4,6.6,4,3.2,2,2014-15 School Year,3.6,3,4.8,3,2.2,1,4.7,3,3.2,3,3.4,3,2.7,1,41.6,,
XAKB,08XAKB,Watson Avenue ECC,1880 Watson Avenue,"Bronx, NY 10472",10472,NYCEEC,44,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,90%,74%,94%,85%,10,23%,2015-16 School Year,6.7,4,6.2,4,2.9,2,2013-14 School Year,4.2,3,4.8,3,5.2,4,4.9,3,2.4,3,4,3,3.5,3,51,,
XAKD,12XAKD,Sound Dale Center for ECE,1211 Croes Avenue,"Bronx, NY 10472",10472,NYCEEC,98,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,88%,82%,87%,91%,30,31%,2015-16 School Year,6.3,4,5.6,3,3.2,2,2014-15 School Year,4.3,3,5.3,4,5.4,4,5.2,4,2.3,3,3.9,3,3.5,3,53.9,,
XAKE,12XAKE,Bronx River Early Learn Center,1555 East 174th Street,"Bronx, NY 10472",10472,NYCEEC,20,9:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2014-15 School Year,6.1,4,5.7,3,2.1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
XAKF,08XAKF,Stepping Stone Day School,2826 Westchester Avenue,"Bronx, NY 10461",10461,NYCEEC,18,8:00 AM,6 hr 20 mins,Yes,No,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,97%,91%,83%,95%,7,41%,2014-15 School Year,6.1,4,6.0,4,4.7,3,2015-16 School Year,4.7,3,4.5,3,5.2,4,4.9,3,1.5,2,5.6,4,6.8,4,56.2,,
XAKH,09XAKH,Labor Bathgate Community CCC,1638 Anthony Avenue,"Bronx, NY 10457",10457,NYCEEC,26,8:30 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,100%,96%,96%,100%,5,21%,2014-15 School Year,4.7,2,4.1,2,2.4,2,2015-16 School Year,3.5,3,4.5,3,4,3,3.2,2,3.2,3,3.3,2,3.5,3,44.2,,
XAKJ,11XAKJ,Wake-Eden Christian Academy,2074 Strang Avenue,"Bronx, NY 10466",10466,NYCEEC,34,N/A,N/A,N/A,N/A,N/A,N/A,,NA,97%,95%,83%,86%,12,36%,2015-16 School Year,5.7,3,5.4,3,2.5,2,2014-15 School Year,3.8,3,4,3,5.8,4,3.7,3,2.3,3,3.6,3,4,3,49.2,,
XAKO,07XAKO,Episcopal Social Services Head Start (Paul's House),500 Bergen Avenue,"Bronx, NY 10455",10455,NYCEEC,10,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,100%,100%,99%,100%,6,60%,2014-15 School Year,6.0,4,5.3,3,3.4,3,2013-14 School Year,3.8,3,3,2,4.8,3,4.8,3,2.8,3,3.3,2,2.8,1,42.3,,
